timestamp,accel_x,accel_y,accel_z,gyro_alpha,gyro_beta,gyro_gamma
1778763936076,0.6000000000000001,-0.1,9.9,0,-0.1,0
1778763936094,0.6000000000000001,-0.1,9.9,-0.1,0.1,0
1778763936109,0.6000000000000001,-0.1,9.9,0.1,0.1,0
1778763936126,0.6000000000000001,-0.1,9.9,0.1,0.1,0.1
1778763936142,0.6000000000000001,-0.1,9.9,0.1,-0.1,0
1778763936160,0.6000000000000001,-0.1,9.9,0,0,0
1778763936176,0.6000000000000001,-0.1,9.9,0.1,-0.1,0
1778763936192,0.6000000000000001,-0.1,9.9,0.1,0,0
1778763936209,0.6000000000000001,-0.1,9.9,0,0.1,0
1778763936226,0.6000000000000001,-0.1,9.9,-0.1,0,0
1778763936243,0.6000000000000001,-0.1,9.9,0.1,0,0
1778763936260,0.6000000000000001,-0.1,9.9,0,0,0.1
1778763936277,0.6000000000000001,-0.1,9.9,0,-0.1,0
1778763936292,0.5,-0.1,9.9,0,-0.1,0
1778763936309,0.6000000000000001,-0.1,9.9,0.1,0,0
1778763936325,0.6000000000000001,-0.1,9.9,0,0.1,0
1778763936343,0.6000000000000001,-0.2,9.9,0,-0.1,0
1778763936359,0.5,-0.1,9.9,0.1,0,0
1778763936376,0.6000000000000001,-0.1,9.9,0,0.1,0
1778763936392,0.6000000000000001,-0.1,9.9,0,0,0.1
1778763936410,0.6000000000000001,-0.1,9.9,0,0,0
1778763936425,0.6000000000000001,-0.1,9.9,0,0,0
1778763936442,0.6000000000000001,-0.1,9.9,0,0.1,0
1778763936459,0.6000000000000001,-0.1,9.9,0.1,0.1,0.1
1778763936476,0.6000000000000001,-0.2,9.9,0,-0.1,0
1778763936495,0.6000000000000001,-0.1,9.9,0,0,0
1778763936510,0.5,-0.1,9.9,-0.1,0,0
1778763936526,0.6000000000000001,-0.1,9.9,0,0,0
1778763936544,0.6000000000000001,-0.1,9.9,-0.1,0,0
1778763936559,0.6000000000000001,-0.1,9.9,0,0,0
1778763936576,0.5,-0.2,9.9,-0.1,0,0
1778763936593,0.6000000000000001,-0.1,9.9,0,0,0
