timestamp,accel_x,accel_y,accel_z,gyro_alpha,gyro_beta,gyro_gamma
1778763936608,0.6000000000000001,-0.1,9.9,0,0,0
1778763936627,0.6000000000000001,-0.1,9.9,0.1,0,0
1778763936643,0.6000000000000001,-0.1,9.9,0.1,0.2,0
1778763936659,0.6000000000000001,-0.1,9.9,0,0,0
1778763936677,0.6000000000000001,-0.1,9.9,0,0,0
1778763936692,0.6000000000000001,-0.2,9.9,0,0,0
1778763936711,0.6000000000000001,-0.1,9.9,0.1,-0.1,0
1778763936727,0.6000000000000001,-0.1,9.9,-0.1,-0.1,0
1778763936744,0.6000000000000001,-0.1,9.9,0,0,0
1778763936760,0.6000000000000001,-0.1,9.9,0,-0.1,0
1778763936777,0.6000000000000001,-0.1,9.9,0.1,0.1,0
1778763936792,0.5,-0.1,9.9,0.1,0,0
1778763936810,0.6000000000000001,-0.2,9.9,0.1,-0.1,0
1778763936830,0.5,-0.1,9.9,-0.1,0,0
1778763936844,0.6000000000000001,-0.1,9.9,-0.1,-0.1,0
1778763936859,0.5,-0.1,9.9,-0.1,0,0
1778763936875,0.6000000000000001,-0.2,9.9,-0.1,0,0
1778763936892,0.6000000000000001,-0.1,9.9,0.1,0,0
1778763936910,0.6000000000000001,-0.1,9.9,0,0,0.1
1778763936926,0.6000000000000001,-0.1,9.9,0,0,-0.1
1778763936942,0.6000000000000001,-0.1,9.9,0,-0.1,0
1778763936959,0.5,-0.2,9.9,0,0,0
1778763936977,0.6000000000000001,-0.1,10,-0.1,0,-0.1
1778763936993,0.6000000000000001,-0.1,9.9,-0.1,0,0
1778763937009,0.6000000000000001,-0.1,9.9,0,0,0
1778763937025,0.5,-0.1,9.9,-0.1,-0.1,0
1778763937045,0.6000000000000001,-0.1,9.9,0,0,-0.1
1778763937060,0.6000000000000001,-0.2,9.9,-0.2,0.1,0
1778763937075,0.6000000000000001,-0.1,10,0.1,-0.1,0
1778763937093,0.6000000000000001,-0.1,9.9,-0.2,0,0
1778763937109,0.6000000000000001,-0.1,9.9,-0.1,0,0
1778763937125,0.6000000000000001,-0.1,9.9,-0.1,0,0
1778763937142,0.6000000000000001,-0.1,9.9,0.1,-0.1,0
1778763937159,0.6000000000000001,-0.1,9.9,-0.1,0,0
1778763937176,0.6000000000000001,-0.1,9.9,-0.1,0,0.1
1778763937193,0.5,-0.1,9.9,-0.1,0,0
